product_name,brand_name,rating,rating_count,marked_price,discounted_price,sizes,product_link,img_link,product_tag,brand_tag,discount_amount,discount_percent
"Women Kosmo Rider Sneakers",Puma,3.8,6,7999,5599,"UK3,UK4,UK5,UK6,UK7,UK8",casual-shoes/puma/puma-women-white--lime-green-colourblocked-kosmo-rider-regular-sneakers/16962420/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16962420/2022/5/4/5ff44e42-c6a0-4f2a-8506-cfda756935071651653142015PumaWomenWhiteLimeGreenColourblockedKosmoRiderRegularSneaker1.jpg",casual-shoes,puma,2400,30
"Men Analogue Watch",WROGN,4.2,23,4999,1499,Onesize,watches/wrogn/wrogn-men-black-dial--bracelet-style-straps-analogue-watch-mfb-pn-mf0319g/15320294/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15320294/2022/3/11/072cd021-d074-42de-93a6-081cc9ac8c911646996601234-WROGN-Men-Black-Dial--Bracelet-Style-Straps-Analogue-Watch-M-13.jpg",watches,wrogn,3500,70
"Men WF Solid Training T-shirt",Reebok,0,0,1199,599,"XS,S,M,L,XL,XXL",tshirts/reebok/reebok-men-grey-wf-solid-training-t-shirt/17002912/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17002912/2022/3/15/118402af-31e6-4f11-bf98-5e92564df85e1647330435986ShortsReebokMenTshirtsReebokMenTrackPantsReebokMenTshirtsRee1.jpg",tshirts,reebok,600,50
"Women High-Rise Flared Jeans",FREAKINS,0,0,2199,1299,"26,28,30,32,34",jeans/freakins/freakins-women-black-high-rise-flared-fit-jeans/18171922/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18171922/2022/5/6/e1842ce9-cb71-46ee-85a3-57b93f0fb7a31651821336267FREAKINSWomenBlackFlaredHigh-RiseJeans1.jpg",jeans,freakins,900,40
"Solid Semi-Sheer Top",MANGO,0,0,3390,3390,"XS,S,M,L,XL",tops/mango/mango-white-solid-semi-sheer-top/17808912/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17808912/2022/5/5/534985b3-481e-4b09-96eb-7575b92564171651748734011TshirtsMANGOWomenTshirtsMANGOWomenTshirtsMANGOWomenTshirtsMA1.jpg",tops,mango,0,0
"Men Trousers",Blackberrys,3.5,6,2395,1556,"30,32,34,36,38",trousers/blackberrys/blackberrys-men-navy-blue-trousers/15820500/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15820500/2021/11/11/c014f75e-eb59-41a1-b5fc-53fb4ecb6b331636627234584WomenBlackRayonHandworkshortTopSweatersBlackberrysMenSweater1.jpg",trousers,blackberrys,839,35
"Maternity & Feeding Dress",MomToBe,4.2,68,1429,1286,"M,L,XL,XXL,3XL",dresses/momtobe/momtobe-women-black-solid-a-line-maternity--feeding-dress/13975872/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/3/27/207fb4df-e8dd-4c42-8234-7d5d40ffb6831616825692088-1.jpg",dresses,momtobe,143,10
"Men Accessory Gift Set","Tommy Hilfiger",4.8,19,4199,3569,Onesize,accessory-gift-set/tommy-hilfiger/tommy-hilfiger-men-accessory-gift-set/9844859/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9844859/2019/6/11/4361be75-ced6-430f-aead-3d1951ae77351560247943636-Tommy-Hilfiger-Men-Accessory-Gift-Set-3061560247942155-1.jpg",accessory-gift-set,tommy-hilfiger,630,15
"Hawaiian Rumba Shower Gel",Plum,4.6,430,380,323,"240-260 ML",body-wash-and-scrub/plum/plum-bodylovin-hawaiian-rumba-shower-gel-240-ml/13028218/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13028218/2021/6/8/f813d57f-86c0-442d-a464-4f4ffc3b89971623139512507-Plum-BodyLovin-Hawaiian-Rumba-Shower-Gel-240-ml-468162313951-1.jpg",body-wash-and-scrub,plum,57,15
"Windcheater Running Jacket",Chkokko,4.2,88,3649,948,"S,M,L,XL,XXL,3XL",jackets/chkokko/chkokko-men-blue--beige-colourblocked-hooded-windcheater-running-jacket/12487392/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12487392/2020/10/1/e80fd050-57ce-47f1-a4a7-984658475ebc1601535622040JacketsChkokkoMenTshirtsChkokkoMenTshirtsChkokkoMenJacketsCh1.jpg",jackets,chkokko,2701,74
"Men Solid Cotton Slim-Fit Joggers","PAUSE SPORT",4.6,5,1199,479,"S,M,L,XL,XXL",track-pants/pause-sport/pause-sport-men-black-solid-cotton-slim-fit-joggers/17048084/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17048084/2022/2/4/066af958-bfe3-499e-ae2a-0c7415f3052b1643977477516PAUSESPORTMenBlackSolidCottonSlim-FitJoggers1.jpg",track-pants,pause-sport,720,60
"Men Solid Boxy T-shirt",ether,0,0,799,439,"S,M,L,XL,XXL",tshirts/ether/ether-men-mustard-yellow-solid-boxy-t-shirt/18417384/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18417384/2022/6/6/bf98a2d5-7541-43c6-8472-7a5e8a32edd41654511363060-ether-Men-Tshirts-4671654511362580-1.jpg",tshirts,ether,360,45
"Men Striped Loafers",INVICTUS,4,81,2995,778,"UK6,UK7,UK8,UK9,UK10,UK11",casual-shoes/invictus/invictus-men-brown-striped-loafers/14693822/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14693822/2022/6/21/2691dc33-3d69-44b7-96ba-63e2dfc2fd551655802511116INVICTUSMenBrownStripedLoafers1.jpg",casual-shoes,invictus,2217,74
"Men Printed Polo Collar T-shirt","THE MILLION CLUB",4.1,10,1499,389,"M,L,XL,XXL",tshirts/the-million-club/the-million-club-men-green-printed-polo-collar-t-shirt/17635348/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17635348/2022/3/24/f60adb6f-57be-4026-8143-a499b878c21a1648136035860THEMILLIONCLUBMenGreenPrintedPoloCollarT-shirt1.jpg",tshirts,the-million-club,1110,74
"Women Woven Slip-On Sneakers","Allen Solly",0,0,2299,1954,"UK3,UK4,UK5,UK6,UK7,UK8",casual-shoes/allen-solly/allen-solly-women-pink-woven-design-slip-on-sneakers/18047326/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18047326/2022/5/5/85c091bb-3fa3-425c-817e-cef8a03412471651729840576-Allen-Solly-Women-Casual-Shoes-7911651729840352-1.jpg",casual-shoes,allen-solly,345,15
"Tie and Dye A-Line Dress",Athena,0,0,2699,1808,"XS,S,M,L,XL,XXL",dresses/athena/athena-women-off-white--green-tie-and-dye-a-line-dress/18076436/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18076436/2022/5/10/b719b839-1671-470a-822d-e65a6cdde8c81652183654299-Athena-Multi-zoom-collar-dress-with-puff-sleeves-57416521836-1.jpg",dresses,athena,891,33
"Embroidered Empire Top",Vishudh,4.5,15,899,539,"S,M,L,XL,XXL",tops/vishudh/vishudh-beige-embroidered-empire-top/17706084/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17706084/2022/3/31/9d5f5637-da90-4f46-b759-2ce9d8f0f50a1648726559502VishudhBeigePrintEmpireTop1.jpg",tops,vishudh,360,40
"Men Printed Polo Collar T-shirt","one8 x PUMA",0,0,1899,1139,"XS,S,M,L,XL,XXL",tshirts/one8-x-puma/one8-x-puma-men-white--black-printed-polo-collar-casual-t-shirt/17395156/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17395156/2022/5/5/14f75013-c04e-468a-b450-0cdf1fcb76951651732123508-one8-x-PUMA-Men-White--Black-Printed-Polo-Collar-Casual-T-sh-1.jpg",tshirts,one8-x-puma,760,40
"Women Kurta & Palazzos",Anouk,4.6,8,1999,799,"XS,S,M,L,XL,XXL",kurta-sets/anouk/anouk-women-green-printed-pure-cotton-kurta-with-palazzos-/17102432/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17102432/2022/5/28/e29f7f40-7e03-46eb-9928-b465c01f87221653738277199-Anouk-Women-Green-Printed-Pure-Cotton-Kurta-with-Pyjamas-459-1.jpg",kurta-sets,anouk,1200,60
"Camouflage Oversized Structured Handheld Bag",Baggit,4.4,110,3090,1545,L,handbags/baggit/baggit-beige-camouflage-oversized-structured-handheld-bag/14619170/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14619170/2022/4/26/ad6dde0e-16fb-47d6-9398-63eb3049a7971650972994845BaggitBeigeCamouflageOversizedStructuredHandheldBag1.jpg",handbags,baggit,1545,50
"Women Solid Saree Shapewear",Selvia,4.3,15,1230,590,"S,M,L,XL,XXL",shapewear/selvia/selvia-women-green-solid-saree-shapewear/16988946/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16988946/2022/1/31/b8373e55-9b25-488b-8571-6f1e5d0397011643612878746PistaGreenSideSlitSareeShapewearForWomen1.jpg",shapewear,selvia,640,52
"200 TC King Bedsheet",Aura,4.5,26,3499,1399,"Double King",bedsheets/aura/aura-blue-floral-printed-200-tc-king-bedsheet-with-2-pillow-covers/16732906/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16732906/2022/1/8/ecc51a93-bbcc-4808-9cd6-51ec60d1bde41641627754197AuraUnisexRoseGoldFloral1.jpg",bedsheets,aura,2100,60
"Slim Fit Casual Shirt","Louis Philippe Sport",0,0,2399,2039,"39,40,42",shirts/louis-philippe-sport/louis-philippe-sport-men-green-slim-fit-floral-printed-casual-shirt/18140736/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18140736/2022/5/4/722fa112-de55-4e21-b54c-aea8d66ea4d31651662842440LouisPhilippeSportMenGreenSlimFitFloralPrintedCasualShirt1.jpg",shirts,louis-philippe-sport,360,15
"Men Stainless Steel Straps Watch","Tommy Hilfiger",2.2,9,5995,3896,Onesize,watches/tommy-hilfiger/tommy-hilfiger-men-blue-dial--silver-toned-stainless-steel-bracelet-style-straps-analogue-watch/18356354/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18356354/2022/5/20/0b64f031-0945-4cc8-bf32-34d015c96f3f1653050340916TommyHilfigerMenDialSilverTonedStainlessSteelBraceletStyleSt1.jpg",watches,tommy-hilfiger,2099,35
"Women Solid Flatform Sneakers","Mast & Harbour",4.1,16,2899,1014,"UK3,UK4,UK5,UK6,UK7,UK8",casual-shoes/mast--harbour/mast--harbour-women-white--black-solid-flatforms-sneakers-with-striped-detail-/15202106/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15202106/2022/6/8/ee3a8fbe-6560-48ac-8557-c61c9e3df0701654689976840-Mast--Harbour-Women-White--Black-Solid-Flatforms-Sneakers-wi-6.jpg",casual-shoes,mast--harbour,1885,65
"Women Printed Kurta With Trousers","ZNX Clothing",0,0,2499,1749,"S,M,L,XL,XXL",kurta-sets/znx-clothing/znx-clothing-women-yellow-printed-pure-cotton-kurta-with-trousers/18066132/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18066132/2022/4/27/0d8af6bf-d557-446c-b2e7-4c3d1720d5ce1651076856635ZNXClothingWomenYellowStripedPleatedPureCottonKurtiwithSalwa1.jpg",kurta-sets,znx-clothing,750,30
"Men Striped Bio Finish Polo Collar T-shirt",BULLMER,0,0,999,539,"S,M,L,XL,XXL,3XL,4XL",tshirts/bullmer/bullmer-men-navy-blue--brown-striped-polo-collar-extended-sleeves-bio-finish-t-shirt/17427392/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17427392/2022/3/8/0d5d1216-6167-4de5-b58d-f81c96d8aa7d1646711603767BULLMERMenNavyBlueStripedPoloCollarExtendedSleevesBioFinishT1.jpg",tshirts,bullmer,460,46
"Men No 8 Sport Deodorant 175ml","Beverly Hills Polo Club",4.2,666,250,175,Onesize,deodorant/beverly-hills-polo-club/beverly-hills-polo-club-men-no-8-sport-deodorant-175-ml/1300570/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/1300570/2016/5/6/11462536063340-Beverly-Hills-Polo-Club-Men-Deodorant-4161462536063311-1.jpg",deodorant,beverly-hills-polo-club,75,30
"Men Sneakers",FRATERNITY,0,0,1799,999,"UK6,UK7,UK8,UK9,UK10,UK11",casual-shoes/fraternity/fraternity-men-blue-sneakers/18596944/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18596944/2022/6/3/1861c2cc-a4f7-4c31-9721-d86f3f584c381654264034817FRATERNITYMenBlueSneakers1.jpg",casual-shoes,fraternity,800,44
"Men Slim Fit Formal Shirt",Hancock,3.8,15,1999,1199,"38,40,42,44",shirts/hancock/hancock-men-green--white-pure-cotton-slim-fit-checked-formal-shirt/17120804/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17120804/2022/2/23/01f63609-5804-4db1-9635-e5a22298ff6e1645608284984FormalShirt1.jpg",shirts,hancock,800,40
"Women Textured Open Toe Flats",DressBerry,3.6,8,2199,769,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",flats/dressberry/dressberry-women-brown-snakeskin-textured-open-toe-flats/14921934/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14921934/2022/6/9/356d3d54-e9d4-4fa5-b259-81aaf253e9f11654762860014-DressBerry-Women-Brown-Snakeskin-Textured-Open-Toe-Flats-603-1.jpg",flats,dressberry,1430,65
"Men Tapered Fit Chinos Trousers",HIGHLANDER,3.9,69,1599,767,"30,32,34,36",trousers/highlander/highlander-men-brown-tapered-fit-chinos-trousers/16267090/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16267090/2021/11/27/4cd6bdb1-2a50-4fe6-a0f0-0f4db4061ab81637987572445HIGHLANDERMenBrownTaperedFitChinosTrousers1.jpg",trousers,highlander,832,52
"20 Piece Dinner Set","Home Centre",4,41,2999,2099,Onesize,dinnerware/home-centre/home-centre-black-printed-20-piece-oasis-victor-marble-dinner-set/14416642/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/5/28/36f6ae2c-17d3-4d97-bd30-8f165a298b7a1622217073516-1.jpg",dinnerware,home-centre,900,30
"Men Solid Thong Flip-Flops","Carlton London",0,0,1299,519,"UK6,UK7,UK8,UK9,UK10,UK11",flip-flops/carlton-london/carlton-london-men-navy-blue--red-solid-thong-flip-flops/15946858/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15946858/2021/11/11/98cf281a-8be6-43cf-a40b-836bcf5285791636607334530-Carlton-London-Men-Flip-Flops-6131636607334200-1.jpg",flip-flops,carlton-london,780,60
"Men Colourblocked T-shirt",Roadster,4.3,23,799,479,"S,M,L,XL",tshirts/roadster/roadster-men-green-colourblocked-pure-cotton-t-shirt/16998152/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16998152/2022/3/31/2dbf5471-c5c1-4be9-a6fc-ec5b854aa6a11648711220659-Roadster-Men-Green-Colourblocked-Pure-Cotton-T-shirt-7771648-1.jpg",tshirts,roadster,320,40
"Slim Fit Casual Shirt",HIGHLANDER,4.5,11,1199,491,"39,40,42,44",shirts/highlander/highlander-men-purple-slim-fit-floral-printed-casual-shirt/17580006/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17580006/2022/3/18/a196b007-a530-452d-b688-6efd6455a1381647598687769HIGHLANDERMenPurpleSlimFitFloralPrintedCasualShirt1.jpg",shirts,highlander,708,59
"Men Woven C Lined Training",Reebok,4.1,20,2499,2124,"S,M,L,XL,XXL",track-pants/reebok/reebok-men-navy-blue-woven-c-lined-training-joggers/17002800/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17002800/2022/2/17/6a4a5fb4-a23f-4091-a717-72c8a9f8c9d71645075990879-Reebok-Men-Track-Pants-4671645075990310-1.jpg",track-pants,reebok,375,15
"Non Padded T-shirt Bra",Clovia,4.2,214,599,299,"32B,32C,32D,34B,34C,34D,36B,36C,36D,38B,38C,40B,40C,42B",bra/clovia/clovia-black-solid-non-wired-non-padded-t-shirt-bra-br1924p1342b/10835094/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2019/10/18/48ea203e-0338-498b-acff-566f30dec3461571347362612-1.jpg",bra,clovia,300,50
"Men Classic Eau De Parfum",VILLAIN,4.1,258,499,384,"20-30 ML",perfume-and-body-mist/villain/villain-men-classic-eau-de-parfum---20-ml/14047430/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2021/4/8/6f157eb3-4a25-418b-b872-81c85ecaf1101617860184262-1.jpg",perfume-and-body-mist,villain,115,23
"Men Solid Trunks","Pepe Jeans",4.3,101,379,322,"S,M,L",trunk/pepe-jeans/pepe-jeans-men-maroon-solid-trunks-8904311303992/8937073/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8937073/2019/4/22/f64551e4-3c31-490b-a04a-3b690ecb281b1555916089836-Pepe-Jeans-Men-Trunk-1831555916088839-1.jpg",trunk,pepe-jeans,57,15
"Colourblocked Satin Saree",Swtantra,0,0,2999,2789,Pack,sarees/swtantra/swtantra-green--navy-blue-colourblocked-zari-satin-saree/18283238/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18283238/2022/5/16/cfa43a94-74f6-4584-b94a-ed14e57044251652697852583SwtantraWomenGreenSarees1.jpg",sarees,swtantra,210,7
"Embellished Wedge Heel",Metro,4.8,13,2490,1618,"EURO36,EURO37,EURO38,EURO39,EURO40,EURO41",heels/metro/metro-black-embellished-wedge-heel/17379142/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17379142/2022/3/4/d59bcc8a-9a68-4c03-b9e1-4d9fa4bbbba11646376742818MetroBlackEmbellishedWedgeSandals1.jpg",heels,metro,872,35
"Floral Organza Saree",Sangria,4.1,229,3599,1691,Onesize,sarees/sangria/sangria-green--beige-floral-sequinned-organza-saree/14690014/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/14690014/2021/12/17/a91cda04-c0e9-400c-8ae0-881057e5bc461639687464625SangriaGreenBeigeFloralSequinnedOrganzaSaree1.jpg",sarees,sangria,1908,53
"Woven Design Banarasi Silk Blend Saree","Saree mall",4.1,258,4799,1391,Onesize,sarees/saree-mall/saree-mall-pink--gold-toned-woven-design-zari-silk-blend-banarasi-sarees/15960930/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15960930/2021/10/28/1eaf39da-f96f-4ebd-a34a-70aa6938f98b1635424554154SareemallPinkSilkBlendEthnicWovenDesignFestiveWearSareewithM1.jpg",sarees,saree-mall,3408,71
"Women Flared Parallel Trousers",MAGRE,4.1,322,2390,1434,"26,28,30,32",trousers/magre/magre-women-black-flared-solid-parallel-trousers/11299710/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/1/9/f4f42746-ece0-494d-886d-093cf8720b731578525430742-1.jpg",trousers,magre,956,40
"Women Solid Shirt Style Top","Tokyo Talkies",4.3,48,1199,563,"XS,S,M,L",tops/tokyo-talkies/tokyo-talkies-women-black-solid-shirt-style-top/17209150/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17209150/2022/2/19/93392bcc-413b-4316-b3c8-b3615337a1dc1645246459014TokyoTalkiesBlackShirtStyleTop1.jpg",tops,tokyo-talkies,636,53
"Women Walking Shoes",Alishtezia,0,0,1995,678,"UK3,UK4,UK5,UK6,UK7,UK8",sports-shoes/alishtezia/alishtezia-women-grey-walking-shoes/18074142/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18074142/2022/4/29/3dc57cb4-2b8f-4fa6-bc55-077b74472dbe1651177166708AlishteziaWomenGreySportsShoes7.jpg",sports-shoes,alishtezia,1317,66
"Women Bra",Zivame,0,0,479,479,"32B,32C,32D,34B,34C,34D,36B,36C,36D,38B,38C,38D",bra/zivame/-zivame-women-red-bra/18645904/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18645904/2022/6/7/ba8d6f35-78bf-4e65-bc36-c931c0464f731654581368220ZivameWomenRedBra1.jpg",bra,zivame,0,0
"Men Printed Sweatshirt",Steenbok,0,0,1299,1299,"S,M,L,XL",sweatshirts/steenbok/steenbok-men-white-printed-hooded-sweatshirt/18514168/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18514168/2022/5/30/89ed4ec7-48a0-4936-8f56-013163f6f17a1653918968264Sweatshirts1.jpg",sweatshirts,steenbok,0,0
"Art Silk Saree",SHUBHVASTRA,3.5,23,3999,2159,Onesize,sarees/shubhvastra/shubhvastra-navy-blue-embroidered-art-silk-saree/16757514/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16757514/2022/1/31/299e2e6f-6c72-4245-8ff2-96b1ef8b45661643602493873SareesSHUBHVASTRAWomenSareesSHUBHVASTRAWomenSareesSHUBHVASTR1.jpg",sarees,shubhvastra,1840,46
"Slim Fit Opaque Casual Shirt",WROGN,3.7,25,2299,1195,"39,40,42,44,46",shirts/wrogn/wrogn-men-green-slim-fit-opaque-casual-shirt/16106820/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16106820/2021/12/1/4ae2517c-b1df-48ab-9e1c-2c7f23ceff781638339967047-WROGN-Men-Shirts-5181638339966383-1.jpg",shirts,wrogn,1104,48
"Plus Size Men Henley Neck T-shirt",Sztori,3.6,222,1599,719,"XXL,3XL,4XL,5XL,6XL",tshirts/sztori/sztori-plus-size-men-olive-green-self-design-henley-neck-t-shirt/8805725/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8805725/2019/6/17/699c1f8b-9ed4-4a1d-b5ec-355823c693b41560770949207-Sztori-Men-Olive-Green-Self-Design-Henley-Neck-T-shirt-96015-1.jpg",tshirts,sztori,880,55
"Women Night suit","VERO MODA EASE",0,0,2499,2499,"XS,S,M,L,XL",night-suits/vero-moda-ease/vero-moda-ease-women-grey--blue-printed-night-suit/18146412/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/18146412/2022/5/4/2aca0e56-6e62-46ec-ad75-d6cbd1f813151651658225504Nightsuits1.jpg",night-suits,vero-moda-ease,0,0
"Crop Denim Jacket",SASSAFRAS,4.8,8,1999,699,"XS,S,M,L,XL,XXL",jackets/sassafras/sassafras-women-blue-hotter-than-hell-print-denim-jacket/15301208/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15301208/2021/9/6/549f38b8-4179-423c-a69c-fac7cb3f8c121630917781541SareesLibasWomenSareesLibasWomenTrackPantsSASSAFRASWomenTrac4.jpg",jackets,sassafras,1300,65
"women Iconic Link watch","Daniel Wellington",4.5,31,16999,16999,Onesize,watches/daniel-wellington/daniel-wellington-iconic-link-women-rose-gold--watch-dw00100212/10974260/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/10974260/2022/6/20/06743ddd-7fe5-4708-9973-c8d5ec4202b21655728871552-Daniel-Wellington-Iconic-Link-women-rose-Gold--watch-DW00100-1.jpg",watches,daniel-wellington,0,0
"Women Skinny Fit Jeans","Mast & Harbour",3.9,83,2499,999,"26,28,30,32,34,36",jeans/mast--harbour/mast--harbour-women-black-skinny-fit-stretchable-jeans/13852202/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/13852202/2021/6/28/9bcf1f40-5133-44f9-924c-77817e61d5311624863874751-Mast--Harbour-Women-Jeans-5241624863874060-1.jpg",jeans,mast--harbour,1500,60
"Women Typography T-shirt",RAREISM,0,0,1499,1124,"XXS,XS,S,M,L,XL",tshirts/rareism/rareism-women-green-typography-pure-cotton-slim-fit-t-shirt/17009926/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17009926/2022/5/25/91a368d5-901e-4b23-9eb5-0756eb94d98d1653502694973RAREISMWomenGreenTypographyPureCottonSlimFitT-shirt1.jpg",tshirts,rareism,375,25
"Women Solar Glide 5 Running",ADIDAS,0,0,13999,11899,"UK4,UK5,UK6,UK7,UK8",sports-shoes/adidas/adidas-women-black-woven-design-solar-glide-5-running-shoes/17146574/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17146574/2022/4/28/5791a09e-4654-41c6-ba3a-26405668178f1651122359252-ADIDAS-Women-Sports-Shoes-8511651122358900-1.jpg",sports-shoes,adidas,2100,15
"Men Regular Fit Jeans",Roadster,3.9,1100,1999,1199,"28,30,32,34,36",jeans/roadster/roadster-men-black-regular-fit-fit-mid-rise-clean-look-stretchable-jeans/8275705/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/8275705/2019/4/4/61803977-31d1-4825-bb47-c9e10e9c0a971554381371704-Roadster-Men-Black-Slim-Fit-Mid-Rise-Clean-Look-Stretchable--1.jpg",jeans,roadster,800,40
"Boys Set of 4 Printed Cotton Track Pants",BUMZEE,4.3,13,1399,447,"3-6M,6-12M,12-18M,18-24M",track-pants/bumzee/bumzee-boys-set-of-4-blue--peach-coloured-printed-cotton-track-pants/17023308/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17023308/2022/2/3/49ab6b18-3426-41ee-8930-a8bfa3c979011643865081178BUMZEEBoysSetof4PrintedCottonTrackPants1.jpg",track-pants,bumzee,952,68
"Men Raw Edge T-shirt",Jockey,4.1,16,649,649,"S,M,L",tshirts/jockey/jockey-men-white-raw-edge-t-shirt/15753824/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15753824/2021/10/6/dcacb086-cf05-4874-ba76-abc4be8778f71633521848369JockeyMenWhiteRawEdgeT-shirt1.jpg",tshirts,jockey,0,0
"Men Woven Design Loafers","Mast & Harbour",0,0,2799,1539,"UK6,UK7,UK8,UK9,UK10,UK11",casual-shoes/mast--harbour/mast--harbour-men-navy-blue-woven-design-horsebit-loafers/15474942/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15474942/2022/2/25/fe432642-572b-49d0-829c-e1022cd4bfdb1645767231415-Mast--Harbour-Men-Navy-Blue-Woven-Design-Loafers-67716457672-1.jpg",casual-shoes,mast--harbour,1260,45
